1000
0	15.10797682	4.554079828e-13
1	15.16118587	6.890291549e-13
2	15.21224374	-7.316576949e-13
3	15.37729414	-3.753088e-12
4	15.60407611	-6.340157988e-12
5	15.74825379	-6.74863644e-12
6	15.80207894	-5.424307926e-12
7	15.90095005	-3.914537187e-12
8	16.10294065	-2.479715722e-12
9	16.30279683	-7.110420807e-13
10	16.40839398	5.975438564e-13
11	16.4819845	-2.817935375e-13
12	16.62775641	-3.177416636e-12
13	16.82672702	-5.412694089e-12
14	16.98148159	-4.796079385e-12
15	17.07488404	-2.528530351e-12
16	17.18259902	-1.591193988e-12
17	17.34346325	-3.070490692e-12
18	17.50964066	-4.940220164e-12
19	17.63608771	-4.519032494e-12
20	17.74464528	-9.430941297e-13
21	17.87345658	4.197664842e-12
22	18.01829778	6.986053042e-12
23	18.15516548	3.753558451e-12
24	18.28202413	-5.138343518e-12
25	18.40897301	-1.29777257e-11
26	18.53526398	-1.185515776e-11
27	18.66029697	-1.511849152e-12
28	18.79375059	8.676926614e-12
29	18.93466725	9.116482965e-12
30	19.06396087	6.598681721e-13
31	19.17697282	-6.759562154e-12
32	19.29859886	-5.558407721e-12
33	19.44391508	2.135991082e-12
34	19.58885809	7.903026571e-12
35	19.70763003	6.221702466e-12
36	19.81684804	-1.509489871e-12
37	19.94893894	-9.015483307e-12
38	20.09802019	-9.959082997e-12
39	20.23018295	-2.671042103e-12
40	20.3397203	7.696645736e-12
41	20.45600849	1.233184469e-11
42	20.59321227	7.152326116e-12
43	20.7299091	-2.102343254e-12
44	20.84777972	-6.287369096e-12
45	20.95882868	-2.526451937e-12
46	21.07996819	3.137730174e-12
47	21.20619499	4.326694993e-12
48	21.32539235	2.420171987e-12
49	21.4396863	1.89394018e-12
50	21.5558674	4.458814678e-12
51	21.67083914	6.742260766e-12
52	21.78154789	5.862024599e-12
53	21.89483809	2.820575522e-12
54	22.01338391	2.581726499e-13
55	22.12627678	7.43734962e-14
56	22.22815586	1.29625589e-12
57	22.33285252	1.573752167e-12
58	22.4512606	-3.729909477e-14
59	22.57007259	-2.410397826e-12
60	22.67256028	-1.404782774e-12
61	22.76802386	5.552509521e-12
62	22.87710088	1.366663549e-11
63	22.99656835	1.438026154e-11
64	23.10479774	4.930446003e-12
65	23.19849534	-6.148283917e-12
66	23.29710825	-8.22737141e-12
67	23.40888628	-7.125025874e-13
68	23.51835666	7.240742946e-12
69	23.6142634	6.991558029e-12
70	23.70686832	6.23524024e-13
71	23.80727759	-2.920564059e-12
72	23.90930227	5.824051424e-13
73	24.00399273	7.242203452e-12
74	24.0956432	1.02221989e-11
75	24.19053223	6.393424353e-12
76	24.28392478	-8.704620069e-13
77	24.37115491	-5.574866508e-12
78	24.45882831	-3.441403226e-12
79	24.55193502	2.903712059e-12
80	24.64208055	6.701254231e-12
81	24.72251966	4.57453175e-12
82	24.80297599	-6.046497833e-13
83	24.89366027	-1.56049526e-12
84	24.98554052	2.370290065e-12
85	25.06476399	6.235464934e-12
86	25.13763924	3.767657958e-12
87	25.22065353	-4.289395899e-12
88	25.31172306	-1.02491621e-11
89	25.39373779	-8.030540043e-12
90	25.46440036	8.684397668e-13
91	25.53946441	8.797193726e-12
92	25.62447343	9.840444912e-12
93	25.70581606	3.45510952e-12
94	25.77555359	-4.816751172e-12
95	25.84422734	-6.869549545e-12
96	25.92029927	-1.606557395e-12
97	25.99564315	4.142671146e-12
98	26.06225406	3.780914866e-12
99	26.12672192	-2.823047149e-12
100	26.19591646	-8.705968229e-12
101	26.26314253	-7.675749256e-12
102	26.32176678	-6.902579466e-13
103	26.37917331	5.578012215e-12
104	26.44289866	5.837083638e-12
105	26.50522044	1.980447116e-12
106	26.55712671	-3.450840346e-12
107	26.60635608	-7.879321424e-12
108	26.66418778	-9.278936251e-12
109	26.72404145	-6.961224428e-12
110	26.77254211	-2.400848359e-12
111	26.81429383	1.73530668e-12
112	26.86452697	2.601724207e-12
113	26.92185264	3.765860412e-13
114	26.97073358	-4.058635836e-12
115	27.00955012	-6.121994796e-12
116	27.0531554	-5.507458505e-12
117	27.10554246	-2.700813971e-12
118	27.15293211	-1.018534919e-12
119	27.18945511	-2.941909927e-12
120	27.22755385	-8.05660447e-12
121	27.27433767	-1.00907533e-11
122	27.31847725	-6.509815504e-12
123	27.35178613	9.228155555e-13
124	27.38441649	5.415558929e-12
125	27.42506091	4.169859041e-12
126	27.4639246	-9.580924102e-13
127	27.49116079	-6.632048682e-12
128	27.51606611	-9.154231446e-12
129	27.55005012	-9.023010534e-12
130	27.58479863	-6.15120493e-12
131	27.60727745	-2.291198008e-12
132	27.62426676	1.21559098e-13
133	27.65013569	-1.880233886e-12
134	27.68000132	-4.571835429e-12
135	27.69867373	-5.584078935e-12
136	27.70928694	-3.552177044e-12
137	27.72792614	-1.243902341e-12
138	27.75371051	-5.603851949e-13
